date,campaign_id,campaign_name,campaign_type,impressions,clicks,cost,conversions,conversion_value,ctr,avg_cpc,cost_per_conversion,roas
2024-08-25,C003,Generic - Home & Garden,SEARCH,5190,186,96.93,6,1170.04,3.6,0.52,16.16,12.07
2024-08-25,C004,Shopping - All Products,SHOPPING,5639,119,44.41,1,191.83,2.13,0.37,44.41,4.32
2024-08-25,C005,Display - Retargeting,DISPLAY,22094,90,26.47,0,0.0,0.41,0.29,26.47,0.0
2024-08-25,C006,YouTube - Brand Awareness,VIDEO,13262,174,29.17,0,0.0,1.31,0.17,29.17,0.0
2024-08-26,C001,Brand - Olist,SEARCH,4028,155,140.93,5,502.18,3.87,0.91,28.19,3.56
2024-08-26,C002,Generic - Electronics,SEARCH,3490,98,65.65,2,396.46,2.81,0.67,32.83,6.04
2024-08-26,C003,Generic - Home & Garden,SEARCH,3172,108,67.6,2,184.89,3.43,0.63,33.8,2.74
2024-08-26,C004,Shopping - All Products,SHOPPING,5777,123,53.34,2,453.53,2.13,0.43,26.67,8.5
2024-08-26,C005,Display - Retargeting,DISPLAY,13755,68,10.37,0,0.0,0.5,0.15,10.37,0.0
2024-08-26,C006,YouTube - Brand Awareness,VIDEO,10690,130,18.66,0,0.0,1.22,0.14,18.66,0.0
2024-08-27,C001,Brand - Olist,SEARCH,4329,122,73.78,4,930.66,2.83,0.6,18.45,12.61
2024-08-27,C002,Generic - Electronics,SEARCH,2876,117,62.74,3,291.72,4.1,0.54,20.91,4.65
2024-08-27,C003,Generic - Home & Garden,SEARCH,3371,106,68.88,3,514.97,3.16,0.65,22.96,7.48
2024-08-27,C004,Shopping - All Products,SHOPPING,4824,100,45.95,2,201.44,2.09,0.46,22.98,4.38
2024-08-27,C005,Display - Retargeting,DISPLAY,10998,58,10.19,0,0.0,0.54,0.18,10.19,0.0
2024-08-27,C006,YouTube - Brand Awareness,VIDEO,10611,114,19.97,0,0.0,1.08,0.18,19.97,0.0
2024-08-28,C001,Brand - Olist,SEARCH,3085,113,111.52,4,921.26,3.69,0.99,27.88,8.26
2024-08-28,C002,Generic - Electronics,SEARCH,3556,110,89.62,4,932.02,3.1,0.81,22.41,10.4
2024-08-28,C003,Generic - Home & Garden,SEARCH,3876,121,108.96,4,608.14,3.13,0.9,27.24,5.58
2024-08-28,C004,Shopping - All Products,SHOPPING,7483,125,54.35,3,325.69,1.68,0.43,18.12,5.99
2024-08-28,C005,Display - Retargeting,DISPLAY,19416,111,20.09,0,0.0,0.57,0.18,20.09,0.0
2024-08-28,C006,YouTube - Brand Awareness,VIDEO,13569,165,18.14,0,0.0,1.22,0.11,18.14,0.0
2024-08-29,C001,Brand - Olist,SEARCH,5493,164,140.6,4,807.97,2.99,0.86,35.15,5.75
2024-08-29,C002,Generic - Electronics,SEARCH,4740,198,113.0,6,1069.95,4.19,0.57,18.83,9.47
2024-08-29,C003,Generic - Home & Garden,SEARCH,3674,106,58.2,2,269.95,2.91,0.55,29.1,4.64
2024-08-29,C004,Shopping - All Products,SHOPPING,5684,107,30.64,1,216.06,1.88,0.29,30.64,7.05
2024-08-29,C005,Display - Retargeting,DISPLAY,14283,72,20.14,0,0.0,0.51,0.28,20.14,0.0
2024-08-29,C006,YouTube - Brand Awareness,VIDEO,11472,146,25.98,0,0.0,1.28,0.18,25.98,0.0
2024-08-30,C001,Brand - Olist,SEARCH,4161,120,94.82,2,394.6,2.88,0.79,47.41,4.16
2024-08-30,C002,Generic - Electronics,SEARCH,3487,123,68.22,4,556.35,3.55,0.55,17.05,8.16
2024-08-30,C003,Generic - Home & Garden,SEARCH,4670,182,177.39,4,423.64,3.91,0.97,44.35,2.39
2024-08-30,C004,Shopping - All Products,SHOPPING,8809,206,84.94,4,744.04,2.34,0.41,21.23,8.76
2024-08-30,C005,Display - Retargeting,DISPLAY,12809,70,11.74,0,0.0,0.55,0.17,11.74,0.0
2024-08-30,C006,YouTube - Brand Awareness,VIDEO,9201,101,11.39,0,0.0,1.11,0.11,11.39,0.0
2024-08-31,C001,Brand - Olist,SEARCH,4387,141,99.62,4,670.66,3.23,0.71,24.91,6.73
2024-08-31,C002,Generic - Electronics,SEARCH,5319,185,186.39,4,952.8,3.5,1.01,46.6,5.11
2024-08-31,C003,Generic - Home & Garden,SEARCH,3271,129,90.07,4,868.03,3.94,0.7,22.52,9.64
2024-08-31,C004,Shopping - All Products,SHOPPING,7983,147,42.54,2,396.28,1.84,0.29,21.27,9.32
2024-08-31,C005,Display - Retargeting,DISPLAY,15430,91,22.21,0,0.0,0.6,0.24,22.21,0.0
2024-08-31,C006,YouTube - Brand Awareness,VIDEO,15984,190,27.24,0,0.0,1.19,0.14,27.24,0.0
2024-09-01,C001,Brand - Olist,SEARCH,3991,119,82.3,2,205.96,3.0,0.69,41.15,2.5
2024-09-01,C002,Generic - Electronics,SEARCH,5430,193,191.88,4,664.18,3.57,0.99,47.97,3.46
2024-09-01,C003,Generic - Home & Garden,SEARCH,4095,120,99.58,3,571.6,2.95,0.83,33.19,5.74
2024-09-01,C004,Shopping - All Products,SHOPPING,5380,88,41.96,1,249.13,1.65,0.48,41.96,5.94
2024-09-01,C005,Display - Retargeting,DISPLAY,12489,67,19.77,0,0.0,0.54,0.3,19.77,0.0
2024-09-01,C006,YouTube - Brand Awareness,VIDEO,11245,113,17.07,0,0.0,1.01,0.15,17.07,0.0
2024-09-02,C001,Brand - Olist,SEARCH,4040,147,97.11,4,609.74,3.66,0.66,24.28,6.28
2024-09-02,C002,Generic - Electronics,SEARCH,2646,106,77.72,2,300.8,4.04,0.73,38.86,3.87
2024-09-02,C003,Generic - Home & Garden,SEARCH,4068,155,138.7,4,647.31,3.83,0.89,34.67,4.67
2024-09-02,C004,Shopping - All Products,SHOPPING,3870,69,32.52,1,116.58,1.81,0.47,32.52,3.58
2024-09-02,C005,Display - Retargeting,DISPLAY,9618,43,12.64,0,0.0,0.45,0.29,12.64,0.0
2024-09-02,C006,YouTube - Brand Awareness,VIDEO,7811,95,12.33,0,0.0,1.22,0.13,12.33,0.0
2024-09-03,C001,Brand - Olist,SEARCH,2686,87,76.44,2,294.12,3.25,0.88,38.22,3.85
2024-09-03,C002,Generic - Electronics,SEARCH,3317,129,123.44,4,534.48,3.9,0.96,30.86,4.33
2024-09-03,C003,Generic - Home & Garden,SEARCH,3783,129,81.86,2,466.6,3.41,0.63,40.93,5.7
2024-09-03,C004,Shopping - All Products,SHOPPING,5314,112,49.76,2,368.74,2.11,0.44,24.88,7.41
2024-09-03,C005,Display - Retargeting,DISPLAY,10063,50,8.55,0,0.0,0.5,0.17,8.55,0.0
2024-09-03,C006,YouTube - Brand Awareness,VIDEO,7395,74,11.34,0,0.0,1.0,0.15,11.34,0.0
2024-09-04,C001,Brand - Olist,SEARCH,5414,207,141.67,5,1058.46,3.83,0.68,28.33,7.47
2024-09-04,C002,Generic - Electronics,SEARCH,4661,142,84.32,4,839.77,3.06,0.59,21.08,9.96
2024-09-04,C003,Generic - Home & Garden,SEARCH,3650,103,56.37,2,421.54,2.83,0.55,28.18,7.48
2024-09-04,C004,Shopping - All Products,SHOPPING,7308,139,44.87,3,635.06,1.91,0.32,14.96,14.15
2024-09-04,C005,Display - Retargeting,DISPLAY,18467,93,14.41,0,0.0,0.51,0.15,14.41,0.0
2024-09-04,C006,YouTube - Brand Awareness,VIDEO,16421,205,28.95,0,0.0,1.25,0.14,28.95,0.0
2024-09-05,C001,Brand - Olist,SEARCH,3301,108,105.31,2,306.91,3.27,0.98,52.66,2.91
2024-09-05,C002,Generic - Electronics,SEARCH,4095,149,146.42,2,227.14,3.66,0.98,73.21,1.55
2024-09-05,C003,Generic - Home & Garden,SEARCH,5236,193,125.52,7,1567.35,3.7,0.65,17.93,12.49
2024-09-05,C004,Shopping - All Products,SHOPPING,8509,153,71.9,4,815.37,1.8,0.47,17.98,11.34
2024-09-05,C005,Display - Retargeting,DISPLAY,19819,105,18.39,1,239.36,0.53,0.18,18.39,13.02
2024-09-05,C006,YouTube - Brand Awareness,VIDEO,9255,96,9.7,0,0.0,1.04,0.1,9.7,0.0
2024-09-06,C001,Brand - Olist,SEARCH,4264,169,148.11,5,832.11,3.98,0.88,29.62,5.62
2024-09-06,C002,Generic - Electronics,SEARCH,3733,134,114.46,4,837.56,3.59,0.85,28.61,7.32
2024-09-06,C003,Generic - Home & Garden,SEARCH,3383,116,59.21,4,994.43,3.45,0.51,14.8,16.79
2024-09-06,C004,Shopping - All Products,SHOPPING,5164,99,47.71,2,409.24,1.92,0.48,23.86,8.58
2024-09-06,C005,Display - Retargeting,DISPLAY,18183,79,15.93,0,0.0,0.44,0.2,15.93,0.0
2024-09-06,C006,YouTube - Brand Awareness,VIDEO,14746,144,22.44,0,0.0,0.98,0.16,22.44,0.0
2024-09-07,C001,Brand - Olist,SEARCH,3808,114,75.28,4,570.45,3.01,0.66,18.82,7.58
2024-09-07,C002,Generic - Electronics,SEARCH,4118,156,148.82,4,600.58,3.81,0.95,37.2,4.04
2024-09-07,C003,Generic - Home & Garden,SEARCH,4748,133,108.94,4,383.23,2.8,0.82,27.23,3.52
2024-09-07,C004,Shopping - All Products,SHOPPING,7159,142,62.44,3,526.36,1.98,0.44,20.81,8.43
2024-09-07,C005,Display - Retargeting,DISPLAY,17618,91,22.69,0,0.0,0.52,0.25,22.69,0.0
2024-09-07,C006,YouTube - Brand Awareness,VIDEO,12736,126,11.9,0,0.0,1.0,0.09,11.9,0.0
2024-09-08,C001,Brand - Olist,SEARCH,4985,175,127.47,4,615.13,3.52,0.73,31.87,4.83
2024-09-08,C002,Generic - Electronics,SEARCH,3200,99,80.02,4,954.52,3.11,0.81,20.0,11.93
2024-09-08,C003,Generic - Home & Garden,SEARCH,4613,156,129.09,3,449.05,3.39,0.83,43.03,3.48
2024-09-08,C004,Shopping - All Products,SHOPPING,8186,156,65.66,2,283.16,1.91,0.42,32.83,4.31
2024-09-08,C005,Display - Retargeting,DISPLAY,15312,62,9.45,0,0.0,0.41,0.15,9.45,0.0
2024-09-08,C006,YouTube - Brand Awareness,VIDEO,11210,158,17.76,0,0.0,1.41,0.11,17.76,0.0
2024-09-09,C001,Brand - Olist,SEARCH,2759,108,79.65,2,187.4,3.92,0.74,39.83,2.35
2024-09-09,C002,Generic - Electronics,SEARCH,3864,135,98.1,4,428.06,3.5,0.73,24.52,4.36
2024-09-09,C003,Generic - Home & Garden,SEARCH,3624,108,95.66,4,366.89,2.99,0.89,23.91,3.84
2024-09-09,C004,Shopping - All Products,SHOPPING,3994,72,24.32,2,244.85,1.83,0.34,12.16,10.07
2024-09-09,C005,Display - Retargeting,DISPLAY,11739,64,13.8,0,0.0,0.55,0.22,13.8,0.0
2024-09-09,C006,YouTube - Brand Awareness,VIDEO,7345,72,12.25,0,0.0,0.99,0.17,12.25,0.0
2024-09-10,C001,Brand - Olist,SEARCH,3088,125,64.6,5,876.14,4.06,0.52,12.92,13.56
2024-09-10,C002,Generic - Electronics,SEARCH,4291,123,88.26,4,987.28,2.87,0.72,22.07,11.19
2024-09-10,C003,Generic - Home & Garden,SEARCH,2903,107,64.84,3,735.72,3.72,0.61,21.61,11.35
2024-09-10,C004,Shopping - All Products,SHOPPING,5794,108,32.22,1,122.66,1.88,0.3,32.22,3.81
2024-09-10,C005,Display - Retargeting,DISPLAY,16461,84,19.03,0,0.0,0.51,0.23,19.03,0.0
2024-09-10,C006,YouTube - Brand Awareness,VIDEO,7554,98,13.5,0,0.0,1.3,0.14,13.5,0.0
2024-09-11,C001,Brand - Olist,SEARCH,3397,140,130.99,3,450.0,4.12,0.94,43.66,3.44
2024-09-11,C002,Generic - Electronics,SEARCH,4634,165,88.65,6,948.42,3.56,0.54,14.78,10.7
2024-09-11,C003,Generic - Home & Garden,SEARCH,3107,121,73.52,2,272.27,3.9,0.61,36.76,3.7
2024-09-11,C004,Shopping - All Products,SHOPPING,7847,158,50.97,4,911.99,2.02,0.32,12.74,17.89
2024-09-11,C005,Display - Retargeting,DISPLAY,14335,70,20.67,0,0.0,0.49,0.3,20.67,0.0
2024-09-11,C006,YouTube - Brand Awareness,VIDEO,12474,174,23.9,0,0.0,1.4,0.14,23.9,0.0
2024-09-12,C001,Brand - Olist,SEARCH,5071,168,150.87,3,506.9,3.33,0.9,50.29,3.36
2024-09-12,C002,Generic - Electronics,SEARCH,3707,144,114.89,5,736.57,3.91,0.8,22.98,6.41
2024-09-12,C003,Generic - Home & Garden,SEARCH,5308,188,110.1,6,803.1,3.55,0.59,18.35,7.29
2024-09-12,C004,Shopping - All Products,SHOPPING,8257,191,65.3,3,343.03,2.32,0.34,21.77,5.25
2024-09-12,C005,Display - Retargeting,DISPLAY,13779,79,19.44,0,0.0,0.58,0.25,19.44,0.0
2024-09-12,C006,YouTube - Brand Awareness,VIDEO,9563,132,21.25,0,0.0,1.38,0.16,21.25,0.0
2024-09-13,C001,Brand - Olist,SEARCH,6129,228,139.98,8,1221.39,3.74,0.61,17.5,8.73
2024-09-13,C002,Generic - Electronics,SEARCH,3787,106,93.46,3,694.03,2.82,0.88,31.15,7.43
2024-09-13,C003,Generic - Home & Garden,SEARCH,3551,135,90.61,5,859.67,3.82,0.67,18.12,9.49
2024-09-13,C004,Shopping - All Products,SHOPPING,8558,158,69.56,3,422.48,1.85,0.44,23.19,6.07
2024-09-13,C005,Display - Retargeting,DISPLAY,18934,107,23.75,1,220.42,0.57,0.22,23.75,9.28
2024-09-13,C006,YouTube - Brand Awareness,VIDEO,10835,116,13.21,0,0.0,1.08,0.11,13.21,0.0
2024-09-14,C001,Brand - Olist,SEARCH,5180,190,145.24,5,1232.24,3.67,0.76,29.05,8.48
2024-09-14,C002,Generic - Electronics,SEARCH,5132,152,144.01,5,459.19,2.98,0.95,28.8,3.19
2024-09-14,C003,Generic - Home & Garden,SEARCH,3823,152,105.44,3,567.87,4.0,0.69,35.15,5.39
2024-09-14,C004,Shopping - All Products,SHOPPING,8485,170,66.4,2,263.34,2.01,0.39,33.2,3.97
2024-09-14,C005,Display - Retargeting,DISPLAY,20746,121,37.64,1,193.05,0.59,0.31,37.64,5.13
2024-09-14,C006,YouTube - Brand Awareness,VIDEO,12200,170,28.33,0,0.0,1.4,0.17,28.33,0.0
2024-09-15,C001,Brand - Olist,SEARCH,4637,185,146.41,7,691.76,4.01,0.79,20.92,4.72
2024-09-15,C002,Generic - Electronics,SEARCH,4529,129,126.87,3,677.75,2.86,0.98,42.29,5.34
2024-09-15,C003,Generic - Home & Garden,SEARCH,4157,169,167.55,2,487.36,4.08,0.99,83.78,2.91
2024-09-15,C004,Shopping - All Products,SHOPPING,8633,159,87.04,4,396.55,1.84,0.55,21.76,4.56
2024-09-15,C005,Display - Retargeting,DISPLAY,21322,108,19.69,0,0.0,0.51,0.18,19.69,0.0
2024-09-15,C006,YouTube - Brand Awareness,VIDEO,12550,156,20.19,0,0.0,1.25,0.13,20.19,0.0
2024-09-16,C001,Brand - Olist,SEARCH,4718,188,152.8,7,780.54,3.99,0.81,21.83,5.11
2024-09-16,C002,Generic - Electronics,SEARCH,2840,89,90.28,2,498.45,3.14,1.01,45.14,5.52
2024-09-16,C003,Generic - Home & Garden,SEARCH,4610,162,97.4,5,497.69,3.53,0.6,19.48,5.11
2024-09-16,C004,Shopping - All Products,SHOPPING,4598,107,53.45,3,531.6,2.33,0.5,17.82,9.95
2024-09-16,C005,Display - Retargeting,DISPLAY,15359,74,16.2,0,0.0,0.49,0.22,16.2,0.0
2024-09-16,C006,YouTube - Brand Awareness,VIDEO,14084,165,26.45,0,0.0,1.17,0.16,26.45,0.0
2024-09-17,C001,Brand - Olist,SEARCH,3201,112,69.91,3,572.63,3.52,0.62,23.3,8.19
2024-09-17,C002,Generic - Electronics,SEARCH,4827,175,172.47,5,460.29,3.64,0.99,34.49,2.67
2024-09-17,C003,Generic - Home & Garden,SEARCH,3240,107,89.06,2,254.12,3.31,0.83,44.53,2.85
2024-09-17,C004,Shopping - All Products,SHOPPING,7800,145,64.31,3,383.15,1.87,0.44,21.44,5.96
2024-09-17,C005,Display - Retargeting,DISPLAY,12527,63,10.53,0,0.0,0.5,0.17,10.53,0.0
2024-09-17,C006,YouTube - Brand Awareness,VIDEO,8718,97,17.44,0,0.0,1.12,0.18,17.44,0.0
2024-09-18,C001,Brand - Olist,SEARCH,5980,200,122.9,3,416.06,3.36,0.61,40.97,3.39
2024-09-18,C002,Generic - Electronics,SEARCH,4771,191,161.25,7,716.47,4.02,0.84,23.04,4.44
2024-09-18,C003,Generic - Home & Garden,SEARCH,4107,137,110.11,5,1006.93,3.35,0.8,22.02,9.14
2024-09-18,C004,Shopping - All Products,SHOPPING,8092,149,81.32,4,321.06,1.85,0.55,20.33,3.95
2024-09-18,C005,Display - Retargeting,DISPLAY,20554,84,17.56,0,0.0,0.41,0.21,17.56,0.0
2024-09-18,C006,YouTube - Brand Awareness,VIDEO,10953,125,18.16,0,0.0,1.14,0.15,18.16,0.0
2024-09-19,C001,Brand - Olist,SEARCH,5465,158,96.47,6,1161.94,2.9,0.61,16.08,12.04
2024-09-19,C002,Generic - Electronics,SEARCH,5259,173,155.84,5,1176.29,3.31,0.9,31.17,7.55
2024-09-19,C003,Generic - Home & Garden,SEARCH,5070,203,197.82,8,730.36,4.02,0.97,24.73,3.69
2024-09-19,C004,Shopping - All Products,SHOPPING,7754,132,39.96,2,325.24,1.71,0.3,19.98,8.14
2024-09-19,C005,Display - Retargeting,DISPLAY,19880,81,15.12,0,0.0,0.41,0.19,15.12,0.0
2024-09-19,C006,YouTube - Brand Awareness,VIDEO,15552,212,35.79,0,0.0,1.37,0.17,35.79,0.0
2024-09-20,C001,Brand - Olist,SEARCH,4197,163,133.27,6,1354.71,3.9,0.82,22.21,10.17
2024-09-20,C002,Generic - Electronics,SEARCH,5937,202,150.59,5,910.91,3.4,0.75,30.12,6.05
2024-09-20,C003,Generic - Home & Garden,SEARCH,5335,200,155.39,5,521.21,3.76,0.78,31.08,3.35
2024-09-20,C004,Shopping - All Products,SHOPPING,9378,175,60.46,4,753.09,1.88,0.35,15.12,12.46
2024-09-20,C005,Display - Retargeting,DISPLAY,17182,71,16.64,0,0.0,0.41,0.23,16.64,0.0
2024-09-20,C006,YouTube - Brand Awareness,VIDEO,13092,139,27.56,0,0.0,1.06,0.2,27.56,0.0
2024-09-21,C001,Brand - Olist,SEARCH,4708,133,113.18,3,259.89,2.84,0.85,37.73,2.3
2024-09-21,C002,Generic - Electronics,SEARCH,3413,114,74.75,4,631.8,3.34,0.66,18.69,8.45
2024-09-21,C003,Generic - Home & Garden,SEARCH,4149,168,105.99,4,924.11,4.06,0.63,26.5,8.72
2024-09-21,C004,Shopping - All Products,SHOPPING,8069,182,108.06,5,731.06,2.26,0.59,21.61,6.77
2024-09-21,C005,Display - Retargeting,DISPLAY,17694,82,21.01,0,0.0,0.47,0.26,21.01,0.0
2024-09-21,C006,YouTube - Brand Awareness,VIDEO,16489,224,32.19,0,0.0,1.36,0.14,32.19,0.0
2024-09-22,C001,Brand - Olist,SEARCH,3489,114,81.85,3,417.11,3.28,0.72,27.28,5.1
2024-09-22,C002,Generic - Electronics,SEARCH,4979,149,121.62,4,593.21,2.99,0.82,30.41,4.88
2024-09-22,C003,Generic - Home & Garden,SEARCH,6157,248,227.57,8,913.78,4.03,0.92,28.45,4.02
2024-09-22,C004,Shopping - All Products,SHOPPING,7121,116,51.22,2,487.77,1.63,0.44,25.61,9.52
2024-09-22,C005,Display - Retargeting,DISPLAY,23667,128,32.63,0,0.0,0.54,0.25,32.63,0.0
2024-09-22,C006,YouTube - Brand Awareness,VIDEO,11042,148,18.83,0,0.0,1.34,0.13,18.83,0.0
2024-09-23,C001,Brand - Olist,SEARCH,3714,154,129.13,4,575.22,4.17,0.84,32.28,4.45
2024-09-23,C002,Generic - Electronics,SEARCH,3311,102,101.58,3,491.09,3.08,1.0,33.86,4.83
2024-09-23,C003,Generic - Home & Garden,SEARCH,3976,159,178.02,5,1049.85,4.01,1.12,35.6,5.9
2024-09-23,C004,Shopping - All Products,SHOPPING,6348,150,53.89,4,618.62,2.36,0.36,13.47,11.48
2024-09-23,C005,Display - Retargeting,DISPLAY,18364,106,18.72,0,0.0,0.58,0.18,18.72,0.0
2024-09-23,C006,YouTube - Brand Awareness,VIDEO,12265,172,17.48,0,0.0,1.4,0.1,17.48,0.0
2024-09-24,C001,Brand - Olist,SEARCH,4238,126,92.54,4,509.56,2.99,0.73,23.14,5.51
2024-09-24,C002,Generic - Electronics,SEARCH,3140,130,74.13,4,883.36,4.14,0.57,18.53,11.92
2024-09-24,C003,Generic - Home & Garden,SEARCH,3331,93,91.36,3,312.85,2.82,0.98,30.45,3.42
2024-09-24,C004,Shopping - All Products,SHOPPING,7004,155,76.93,4,737.25,2.22,0.5,19.23,9.58
2024-09-24,C005,Display - Retargeting,DISPLAY,11448,56,10.03,0,0.0,0.5,0.18,10.03,0.0
2024-09-24,C006,YouTube - Brand Awareness,VIDEO,10365,105,18.94,0,0.0,1.01,0.18,18.94,0.0
2024-09-25,C001,Brand - Olist,SEARCH,4814,154,93.74,5,1001.02,3.22,0.61,18.75,10.68
2024-09-25,C002,Generic - Electronics,SEARCH,3468,100,79.3,2,255.54,2.9,0.79,39.65,3.22
2024-09-25,C003,Generic - Home & Garden,SEARCH,5614,230,182.67,5,804.97,4.1,0.79,36.53,4.41
2024-09-25,C004,Shopping - All Products,SHOPPING,6350,134,79.36,2,380.26,2.11,0.59,39.68,4.79
2024-09-25,C005,Display - Retargeting,DISPLAY,14701,84,20.99,0,0.0,0.58,0.25,20.99,0.0
2024-09-25,C006,YouTube - Brand Awareness,VIDEO,10588,136,16.85,0,0.0,1.29,0.12,16.85,0.0
2024-09-26,C001,Brand - Olist,SEARCH,4899,172,111.11,4,657.75,3.53,0.65,27.78,5.92
2024-09-26,C002,Generic - Electronics,SEARCH,4135,123,113.3,4,535.96,2.99,0.92,28.32,4.73
2024-09-26,C003,Generic - Home & Garden,SEARCH,3325,116,68.64,4,362.63,3.52,0.59,17.16,5.28
2024-09-26,C004,Shopping - All Products,SHOPPING,9147,146,54.47,2,194.64,1.6,0.37,27.23,3.57
2024-09-26,C005,Display - Retargeting,DISPLAY,17406,79,24.2,0,0.0,0.45,0.31,24.2,0.0
2024-09-26,C006,YouTube - Brand Awareness,VIDEO,13684,191,26.24,0,0.0,1.4,0.14,26.24,0.0
2024-09-27,C001,Brand - Olist,SEARCH,4732,158,145.82,2,216.76,3.34,0.92,72.91,1.49
2024-09-27,C002,Generic - Electronics,SEARCH,5357,199,221.15,8,1595.46,3.73,1.11,27.64,7.21
2024-09-27,C003,Generic - Home & Garden,SEARCH,4174,123,123.88,2,282.42,2.95,1.01,61.94,2.28
2024-09-27,C004,Shopping - All Products,SHOPPING,9683,193,82.75,3,428.04,2.0,0.43,27.58,5.17
2024-09-27,C005,Display - Retargeting,DISPLAY,17515,71,20.86,0,0.0,0.41,0.29,20.86,0.0
2024-09-27,C006,YouTube - Brand Awareness,VIDEO,11787,150,22.03,0,0.0,1.28,0.15,22.03,0.0
2024-09-28,C001,Brand - Olist,SEARCH,5057,162,104.08,5,668.28,3.21,0.64,20.82,6.42
2024-09-28,C002,Generic - Electronics,SEARCH,5162,173,167.53,6,773.16,3.35,0.97,27.92,4.62
2024-09-28,C003,Generic - Home & Garden,SEARCH,4373,126,79.16,2,444.06,2.88,0.63,39.58,5.61
2024-09-28,C004,Shopping - All Products,SHOPPING,5387,102,40.82,1,150.32,1.9,0.4,40.82,3.68
2024-09-28,C005,Display - Retargeting,DISPLAY,18918,90,22.91,0,0.0,0.48,0.25,22.91,0.0
2024-09-28,C006,YouTube - Brand Awareness,VIDEO,18212,220,36.81,0,0.0,1.21,0.17,36.81,0.0
2024-09-29,C001,Brand - Olist,SEARCH,4810,200,127.24,7,1520.52,4.17,0.64,18.18,11.95
2024-09-29,C002,Generic - Electronics,SEARCH,3667,116,66.72,4,672.21,3.17,0.58,16.68,10.08
2024-09-29,C003,Generic - Home & Garden,SEARCH,4317,143,80.94,4,982.45,3.32,0.57,20.23,12.14
2024-09-29,C004,Shopping - All Products,SHOPPING,9182,148,84.09,4,631.44,1.62,0.57,21.02,7.51
2024-09-29,C005,Display - Retargeting,DISPLAY,17837,82,14.53,0,0.0,0.46,0.18,14.53,0.0
2024-09-29,C006,YouTube - Brand Awareness,VIDEO,16365,194,20.47,0,0.0,1.19,0.11,20.47,0.0
2024-09-30,C001,Brand - Olist,SEARCH,4920,175,137.27,4,473.26,3.56,0.78,34.32,3.45
2024-09-30,C002,Generic - Electronics,SEARCH,3106,93,85.29,2,209.97,3.0,0.92,42.65,2.46
2024-09-30,C003,Generic - Home & Garden,SEARCH,4509,166,130.25,3,416.05,3.69,0.78,43.42,3.19
2024-09-30,C004,Shopping - All Products,SHOPPING,7602,139,61.15,3,271.72,1.83,0.44,20.38,4.44
2024-09-30,C005,Display - Retargeting,DISPLAY,11983,48,13.01,0,0.0,0.4,0.27,13.01,0.0
2024-09-30,C006,YouTube - Brand Awareness,VIDEO,11602,124,18.56,0,0.0,1.08,0.15,18.56,0.0
2024-10-01,C001,Brand - Olist,SEARCH,4499,154,134.63,2,216.35,3.44,0.87,67.31,1.61
2024-10-01,C002,Generic - Electronics,SEARCH,3675,113,67.07,4,859.34,3.09,0.59,16.77,12.81
2024-10-01,C003,Generic - Home & Garden,SEARCH,4606,144,159.59,5,1245.6,3.14,1.11,31.92,7.81
2024-10-01,C004,Shopping - All Products,SHOPPING,6852,163,76.56,3,542.72,2.38,0.47,25.52,7.09
2024-10-01,C005,Display - Retargeting,DISPLAY,11306,59,19.43,0,0.0,0.52,0.33,19.43,0.0
2024-10-01,C006,YouTube - Brand Awareness,VIDEO,14434,205,31.11,0,0.0,1.42,0.15,31.11,0.0
2024-10-02,C001,Brand - Olist,SEARCH,4684,178,125.5,5,538.29,3.81,0.71,25.1,4.29
2024-10-02,C002,Generic - Electronics,SEARCH,4935,191,161.82,3,422.08,3.88,0.85,53.94,2.61
2024-10-02,C003,Generic - Home & Garden,SEARCH,5964,186,171.83,4,896.67,3.12,0.92,42.96,5.22
2024-10-02,C004,Shopping - All Products,SHOPPING,8643,144,61.57,3,577.84,1.68,0.43,20.52,9.39
2024-10-02,C005,Display - Retargeting,DISPLAY,14650,67,15.57,0,0.0,0.46,0.23,15.57,0.0
2024-10-02,C006,YouTube - Brand Awareness,VIDEO,16481,187,25.97,0,0.0,1.14,0.14,25.97,0.0
2024-10-03,C001,Brand - Olist,SEARCH,4969,163,142.53,5,704.79,3.3,0.87,28.51,4.94
2024-10-03,C002,Generic - Electronics,SEARCH,5196,162,109.11,3,498.04,3.14,0.67,36.37,4.56
2024-10-03,C003,Generic - Home & Garden,SEARCH,3954,112,65.59,4,512.09,2.85,0.59,16.4,7.81
2024-10-03,C004,Shopping - All Products,SHOPPING,9654,199,85.55,4,835.97,2.07,0.43,21.39,9.77
2024-10-03,C005,Display - Retargeting,DISPLAY,16520,77,24.25,0,0.0,0.47,0.31,24.25,0.0
2024-10-03,C006,YouTube - Brand Awareness,VIDEO,16647,197,29.43,0,0.0,1.19,0.15,29.43,0.0
2024-10-04,C001,Brand - Olist,SEARCH,4269,170,115.99,3,719.8,4.0,0.68,38.66,6.21
2024-10-04,C002,Generic - Electronics,SEARCH,4769,160,163.78,4,791.66,3.37,1.02,40.95,4.83
2024-10-04,C003,Generic - Home & Garden,SEARCH,5522,205,133.44,6,768.12,3.72,0.65,22.24,5.76
2024-10-04,C004,Shopping - All Products,SHOPPING,7259,118,39.83,1,150.82,1.63,0.34,39.83,3.79
2024-10-04,C005,Display - Retargeting,DISPLAY,19256,79,25.91,0,0.0,0.41,0.33,25.91,0.0
